기관명,지점명,코드명,위도,경도,장비구분,제조사,모델명,제조번호,검정필번호,최종검정일,검정유효기간,접수번호,검정일
기상청,대구,DAGA,35.8788,128.6527,가속도계,Kinemetrics,ES-DH,568,O-2023-122,2023-10-20,2028-10-19,,
기상청,대전,TEJ2,36.37249,127.371137,기록계,Kinemetrics,Q330S+,5846,O-2023-22,2023-03-21,2028-03-20,,
기상청,대전,TEJ2,36.37249,127.371137,가속도계,Kinemetrics,ES-T,7624,O-2023-22,2023-03-21,2028-03-20,,
기상청,동두천,DDCA,37.902,127.061,기록계,Kinemetrics,Q330HRS,6095,O-2023-105,2023-10-10,2028-10-09,,
기상청,동두천,DDCA,37.902,127.061,가속도계,Kinemetrics,ES-DH,452,O-2023-105,2023-10-10,2028-10-09,,
기상청,동해,TOHA,37.507,129.1238,기록계,Kinemetrics,Q330HRS,6091,O-2023-32,2023-03-30,2028-03-29,O-2026-146,2026-08-20
기상청,동해,TOHA,37.507,129.1238,가속도계,Kinemetrics,ES-DH,450,O-2023-32,2023-03-30,2028-03-29,O-2026-146,2026-08-20
기상청,목포,MOPB,34.8173,126.3812,기록계,Kinemetrics,Q330HRS,6392,O-2023-24,2023-03-22,2028-03-21,O-2026-115,2026-07-30
기상청,목포,MOPB,34.8173,126.3812,속도계,Guralp,CMG-3TB,T39671,I-2023-35,2023-04-28,2028-04-27,O-2026-115,2026-07-30
기상청,목포,MOPB,34.8173,126.3812,가속도계,Kinemetrics,ES-DH,488,O-2023-24,2023-03-22,2028-03-21,O-2026-115,2026-07-30
기상청,무등산,KWJU(초광대역),35.1599,126.9911,기록계,Kinemetrics,Q330HRS,5920,O-2023-115,2023-10-17,2028-10-16,,
기상청,무안,MANA,35.0941,126.285,기록계,Kinemetrics,Q330S+,6835,O-2023-117,2023-10-18,2028-10-17,O-2026-123,2026-08-04
기상청,무안,MANA,35.0941,126.285,가속도계,Kinemetrics,ES-DH,634,O-2023-117,2023-10-18,2028-10-17,O-2026-123,2026-08-04
기상청,문경,MGY2,36.6551667,128.060783,기록계,Kinemetrics,Q330HRS,6121,O-2023-19,2023-03-16,2028-03-15,,
기상청,문경,MGY2,36.6551667,128.060783,속도계,Guralp,CMG-40T-1,T43995,O-2023-19,2023-03-16,2028-03-15,,
기상청,문경,MGY2,36.6551667,128.060783,가속도계,Kinemetrics,ES-T,7603,O-2023-19,2023-03-16,2028-03-15,,
기상청,문산,MUS2,37.8862,126.7656,속도계,Guralp,CMG-40T-1,T44000,O-2023-107,2023-10-11,2028-10-10,,
기상청,문산,MUS2,37.8862,126.7656,가속도계,Kinemetrics,ES-T,7604,O-2023-107,2023-10-11,2028-10-10,,
기상청,밀양,PMYA,35.5018,128.7606,기록계,Nanometrics,CENTAUR,8640,I-2023-47,2023-06-27,2028-06-26,O-2026-8,2026-02-12
기상청,백령도,BAR2,37.9771,124.7142,기록계,Kinemetrics,Q330HRS,6123,O-2023-159,2023-11-30,2028-11-29,O-2026-129,2026-08-04
기상청,백령도,BAR2,37.9771,124.7142,속도계,Streckeisen,STS-2.5,140115,O-2023-159,2023-11-30,2028-11-29,O-2026-129,2026-08-04
기상청,백령도,BAR2,37.9771,124.7142,가속도계,Kinemetrics,ES-T,7601,O-2023-159,2023-11-30,2028-11-29,O-2026-129,2026-08-04
기상청,백운산,BAU,35.1027,127.5968,기록계,Kinemetrics,Q330HRS,6078,O-2023-5,2023-03-02,2028-03-01,,
기상청,백운산,BAU,35.1027,127.5968,속도계,Guralp,CMG-40T-1,T43958,O-2023-5,2023-03-02,2028-03-01,,
기상청,백운산,BAU,35.1027,127.5968,가속도계,Kinemetrics,ES-T,7395,O-2023-5,2023-03-02,2028-03-01,,
기상청,부론,BURB,37.2317,127.7486,기록계,Kinemetrics,Q330HRS,6022,O-2023-49,2023-04-18,2028-04-17,,
기상청,부론,BURB,37.2317,127.7486,속도계,Guralp,CMG-3TB,T39218,O-2023-49,2023-04-18,2028-04-17,,
기상청,부론,BURB,37.2317,127.7486,가속도계,Kinemetrics,ES-DH,444,O-2023-49,2023-04-18,2028-04-17,,
기상청,부안,PUAA,35.7295,126.7167,기록계,Kinemetrics,Q330HRS,6090,O-2023-13,2023-03-13,2028-03-12,,
기상청,부안,PUAA,35.7295,126.7167,가속도계,Kinemetrics,ES-DH,449,O-2023-13,2023-03-13,2028-03-12,,
기상청,부여,BUYB,36.2726,126.9206,기록계,Kinemetrics,Q330HRS,5919,O-2023-25,2023-03-22,2028-03-21,,
기상청,부여,BUYB,36.2726,126.9206,가속도계,Kinemetrics,ES-DH,440,O-2023-25,2023-03-22,2028-03-21,,
기상청,비금도,BGDB,34.7726,125.9469,기록계,Kinemetrics,Q330HRS,6021,O-2023-72,2023-08-03,2028-08-02,,
기상청,비금도,BGDB,34.7726,125.9469,속도계,Guralp,CMG-3TB,T39215,O-2023-72,2023-08-03,2028-08-02,,
기상청,비금도,BGDB,34.7726,125.9469,가속도계,Kinemetrics,ES-DH,445,O-2023-72,2023-08-03,2028-08-02,,
기상청,산청,SACA,35.4131,127.8789,기록계,Kinemetrics,Q330S+,5740,O-2023-6,2023-03-03,2028-03-02,O-2026-91,2026-06-24
기상청,산청,SACA,35.4131,127.8789,가속도계,Kinemetrics,ES-DH,467,O-2023-6,2023-03-03,2028-03-02,O-2026-91,2026-06-24
기상청,서귀포,SGP2,33.2587,126.4993,기록계,Kinemetrics,Q330HRS,6125,O-2023-146,2023-11-14,2028-11-13,,
기상청,서귀포,SGP2,33.2587,126.4993,속도계,Streckeisen,STS-2.5,140109,O-2023-146,2023-11-14,2028-11-13,,
기상청,서귀포,SGP2,33.2587,126.4993,가속도계,Kinemetrics,ES-T,7609,O-2023-146,2023-11-14,2028-11-13,,
기상청,소연평도,YPDB,37.608,125.71,가속도계,Nanometrics,Titan PH,3326,I-2023-105,2023-11-07,2028-11-06,,
기상청,속초,SKC2,38.2898,128.5219,기록계,Kinemetrics,Q330HRS,6077,O-2023-54,2023-05-10,2028-05-09,,
기상청,속초,SKC2,38.2898,128.5219,속도계,Guralp,CMG-40T-1,T43957,O-2023-54,2023-05-10,2028-05-09,,
기상청,속초,SKC2,38.2898,128.5219,가속도계,Kinemetrics,ES-T,7394,O-2023-54,2023-05-10,2028-05-09,,
기상청,순천,SCHA,35.0199,127.3692,기록계,Kinemetrics,Q330HRS,6088,O-2023-8,2023-03-07,2028-03-06,O-2026-75,2026-06-04
기상청,순천,SCHA,35.0199,127.3692,가속도계,Kinemetrics,ES-DH,447,O-2023-8,2023-03-07,2028-03-06,O-2026-75,2026-06-04
기상청,안면도,ANMA,36.5386,126.33,가속도계,Kinemetrics,ES-DH,469,O-2023-70,2023-08-02,2028-08-01,,
기상청,어청도,ECDB,36.1183,125.9797,기록계,Kinemetrics,Q330HRS,5895,O-2023-86,2023-09-05,2028-09-04,,
기상청,어청도,ECDB,36.1183,125.9797,속도계,Guralp,CMG-3TB,T38897,I-2023-35,2023-04-28,2028-04-27,,
기상청,어청도,ECDB,36.1183,125.9797,가속도계,Kinemetrics,ES-DH,429,O-2023-86,2023-09-05,2028-09-04,,
기상청,여수,YESA,34.7395,127.7405,기록계,Kinemetrics,Q330HRS,6089,O-2023-7,2023-03-06,2028-03-05,,
기상청,여수,YESA,34.7395,127.7405,가속도계,Kinemetrics,ES-DH,448,O-2023-7,2023-03-06,2028-03-05,,
기상청,연도,YNDB,34.4323,127.8011,기록계,Kinemetrics,Q330HRS,5911,O-2023-81,2023-08-22,2028-08-21,,
기상청,연도,YNDB,34.4323,127.8011,가속도계,Kinemetrics,ES-DH,432,O-2023-81,2023-08-22,2028-08-21,,
기상청,영광,YEGA,35.2837,126.4776,기록계,Kinemetrics,Q330S+,6767,O-2023-110,2023-10-12,2028-10-11,O-2026-96,2026-07-01
기상청,영광,YEGA,35.2837,126.4776,가속도계,Kinemetrics,ES-DH,569,O-2023-110,2023-10-12,2028-10-11,O-2026-96,2026-07-01
기상청,영덕,YODB,36.5333,129.4096,기록계,Kinemetrics,Q330HRS,5912,O-2023-39,2023-04-07,2028-04-06,O-2026-117,2026-07-30
기상청,영덕,YODB,36.5333,129.4096,속도계,Guralp,CMG-3TB,T38827,O-2023-39,2023-04-07,2028-04-06,O-2026-117,2026-07-30
기상청,영덕,YODB,36.5333,129.4096,가속도계,Kinemetrics,ES-DH,433,O-2023-39,2023-04-07,2028-04-06,O-2026-117,2026-07-30
기상청,성전,SEJF,34.75706,126.72691,기록계,Kinemetrics,Q330HRS,6080,O-2023-67,2023-08-01,2028-07-31,,
기상청,성전,SEJF,34.75706,126.72691,속도계,Guralp,CMG-40T-1,T43959,O-2023-67,2023-08-01,2028-07-31,,
기상청,성전,SEJF,34.75706,126.72691,가속도계,Kinemetrics,ES-T,7396,O-2023-67,2023-08-01,2028-07-31,,
기상청,영양,YEYB,36.6251,129.088,기록계,Kinemetrics,Q330HRS,6017,O-2023-38,2023-04-06,2028-04-05,O-2026-131,2026-08-05
기상청,영양,YEYB,36.6251,129.088,속도계,Guralp,CMG-3TB,T39216,O-2023-38,2023-04-06,2028-04-05,I-2026-106,2026-07-06
기상청,영양,YEYB,36.6251,129.088,가속도계,Kinemetrics,ES-DH,441,O-2023-38,2023-04-06,2028-04-05,O-2026-131,2026-08-05
기상청,영월,YOW2,37.1812,128.4569,기록계,Kinemetrics,Q330HRS,6081,O-2023-44,2023-04-12,2028-04-11,,
기상청,영월,YOW2,37.1812,128.4569,속도계,Guralp,CMG-40T-1,T43960,O-2023-44,2023-04-12,2028-04-11,,
기상청,영월,YOW2,37.1812,128.4569,가속도계,Kinemetrics,ES-T,7397,O-2023-44,2023-04-12,2028-04-11,,
기상청,영종도,YJDD,37.492732,126.453419,기록계,Kinemetrics,Q330S+,5848,O-2023-140,2023-11-09,2028-11-08,,
기상청,영종도,YJDD,37.492732,126.453419,가속도계,Kinemetrics,ES-T,7625,O-2023-140,2023-11-09,2028-11-08,,
기상청,영주,YOJB,36.872,128.5166,기록계,Kinemetrics,Q330HRS,5918,O-2023-17,2023-03-15,2028-03-14,,
기상청,영주,YOJB,36.872,128.5166,속도계,Guralp,CMG-3TB,T38899,O-2023-17,2023-03-15,2028-03-14,,
기상청,영주,YOJB,36.872,128.5166,가속도계,Kinemetrics,ES-DH,439,O-2023-17,2023-03-15,2028-03-14,,
기상청,영천,YOCB,35.9771,128.9511,기록계,Kinemetrics,Q330HRS,5915,O-2023-11,2023-03-09,2028-03-08,O-2026-154,2026-08-24
기상청,영천,YOCB,35.9771,128.9511,속도계,Guralp,CMG-3TB,T38896,O-2023-11,2023-03-09,2028-03-08,O-2026-154,2026-08-24
기상청,영천,YOCB,35.9771,128.9511,가속도계,Kinemetrics,ES-DH,436,O-2023-11,2023-03-09,2028-03-08,O-2026-154,2026-08-24
기상청,예산,YSAB,36.742,126.8156,기록계,Kinemetrics,Q330HRS,6020,O-2023-51,2023-04-20,2028-04-19,,
기상청,예산,YSAB,36.742,126.8156,가속도계,Kinemetrics,ES-DH,442,O-2023-51,2023-04-20,2028-04-19,,
기상청,완도,WAN2,34.3959,126.7019,기록계,Kinemetrics,Q330HRS,5923,O-2023-29,2023-03-27,2028-03-26,,
기상청,완도,WAN2,34.3959,126.7019,속도계,Guralp,CMG-40T-1,T43769,O-2023-29,2023-03-27,2028-03-26,,
기상청,완도,WAN2,34.3959,126.7019,가속도계,Kinemetrics,ES-T,7056,O-2023-29,2023-03-27,2028-03-26,,
기상청,외연도,OYDB,36.2292,126.0758,기록계,Kinemetrics,Q330HRS,5894,O-2023-71,2023-08-03,2028-08-02,,
기상청,외연도,OYDB,36.2292,126.0758,가속도계,Kinemetrics,ES-DH,428,O-2023-71,2023-08-03,2028-08-02,,
기상청,욕지도,YKDB,34.6223,128.2734,기록계,Kinemetrics,Q330HRS,5891,O-2023-104,2023-10-06,2028-10-05,,
기상청,욕지도,YKDB,34.6223,128.2734,가속도계,Kinemetrics,ES-DH,425,O-2023-104,2023-10-06,2028-10-05,,
기상청,용인,IYIB,37.2708,127.2317,기록계,Kinemetrics,Q330HRS,6111,O-2023-108,2023-10-12,2028-10-11,,
기상청,용인,IYIB,37.2708,127.2317,속도계,Guralp,CMG-3TB,T39499,O-2023-108,2023-10-12,2028-10-11,,
기상청,용인,IYIB,37.2708,127.2317,가속도계,Kinemetrics,ES-DH,464,O-2023-108,2023-10-12,2028-10-11,,
기상청,우도,UDO,33.5227,126.9538,기록계,Kinemetrics,Q330HRS,6133,O-2023-143,2023-11-14,2028-11-13,,
기상청,우도,UDO,33.5227,126.9538,속도계,Streckeisen,STS-2.5,140113,O-2023-143,2023-11-14,2028-11-13,,
기상청,우도,UDO,33.5227,126.9538,가속도계,Kinemetrics,ES-T,7613,O-2023-143,2023-11-14,2028-11-13,,
기상청,울산,USN2,35.7024,129.1232,기록계,Kinemetrics,Q330HRS,6084,O-2023-37,2023-04-06,2028-04-05,,
기상청,울산,USN2,35.7024,129.1232,속도계,Guralp,CMG-40T-1,T43963,O-2023-37,2023-04-06,2028-04-05,,
기상청,울산,USN2,35.7024,129.1232,가속도계,Kinemetrics,ES-T,7400,O-2023-37,2023-04-06,2028-04-05,,
기상청,음성,KESB,36.9537,127.6048,가속도계,Nanometrics,Titan PH,2573,I-2023-3,2023-01-12,2028-01-11,O-2026-71,2026-05-29
기상청,의성,EUSB,36.3561,128.6887,기록계,Kinemetrics,Q330HRS,5916,O-2023-10,2023-03-08,2028-03-07,O-2026-126,2026-08-03
기상청,의성,EUSB,36.3561,128.6887,가속도계,Kinemetrics,ES-DH,437,O-2023-10,2023-03-08,2028-03-07,O-2026-126,2026-08-03
기상청,이천,ICN2,37.2908,127.4167,가속도계,Kinemetrics,ES-T,7611,I-2023-51,2023-08-08,2028-08-07,,
기상청,인제,INJF,37.9632,128.0817,기록계,Kinemetrics,Q330HRS,6127,O-2023-89,2023-09-11,2028-09-10,,
기상청,인제,INJF,37.9632,128.0817,속도계,Guralp,CMG-40T-1,T43999,O-2023-89,2023-09-11,2028-09-10,,
기상청,인제,INJF,37.9632,128.0817,가속도계,Kinemetrics,ES-T,7606,O-2023-89,2023-09-11,2028-09-10,,
기상청,인천,INCA,37.4777,126.624,기록계,Kinemetrics,Q330HRS,6092,O-2023-111,2023-10-13,2028-10-12,,
기상청,인천,INCA,37.4777,126.624,가속도계,Kinemetrics,ES-DH,451,O-2023-111,2023-10-13,2028-10-12,,
기상청,장수,JASA,35.6571,127.5204,기록계,Kinemetrics,Q330S+,5845,O-2023-3,2023-02-21,2028-02-20,,
기상청,장수,JASA,35.6571,127.5204,가속도계,Kinemetrics,ES-DH,472,O-2023-3,2023-02-21,2028-02-20,,
기상청,장흥,JAHA,34.689,126.9194,기록계,Kinemetrics,Q330S+,5748,O-2023-23,2023-03-21,2028-03-20,O-2026-116,2026-07-31
기상청,장흥,JAHA,34.689,126.9194,가속도계,Kinemetrics,ES-DH,468,O-2023-23,2023-03-21,2028-03-20,O-2026-116,2026-07-31
기상청,정읍,JEU2,35.49345,126.929807,기록계,Kinemetrics,Q330HRS,6128,O-2023-18,2023-03-16,2028-03-15,,
기상청,정읍,JEU2,35.49345,126.929807,속도계,Guralp,CMG-40T-1,T43997,O-2023-28,2023-03-24,2028-03-23,,
기상청,정읍,JEU2,35.49345,126.929807,가속도계,Kinemetrics,ES-T,7608,O-2023-18,2023-03-16,2028-03-15,,
기상청,정자,JEJB,35.6374,129.4411,기록계,Kinemetrics,Q330HRS,6099,O-2023-40,2023-04-07,2028-04-06,,
기상청,정자,JEJB,35.6374,129.4411,속도계,Guralp,CMG-3TB,T39898,O-2023-40,2023-04-07,2028-04-06,,
기상청,정자,JEJB,35.6374,129.4411,가속도계,Kinemetrics,ES-DH,462,O-2023-40,2023-04-07,2028-04-06,,
기상청,제주,JJU2,33.4305,126.5463,기록계,Kinemetrics,Q330HRS,6124,O-2023-144,2023-11-14,2028-11-13,,
기상청,제주,JJU2,33.4305,126.5463,속도계,Streckeisen,STS-2.5,140110,O-2023-144,2023-11-14,2028-11-13,,
기상청,제주,JJU2,33.4305,126.5463,가속도계,Kinemetrics,ES-T,7602,O-2023-144,2023-11-14,2028-11-13,,
기상청,진주,JINA,35.1642,128.0402,기록계,Kinemetrics,Q330HRS,6086,O-2023-1,2023-02-17,2028-02-16,O-2026-47,2026-04-22
기상청,진주,JINA,35.1642,128.0402,가속도계,Kinemetrics,ES-DH,446,O-2023-1,2023-02-17,2028-02-16,O-2026-47,2026-04-22
기상청,철원→사내,CWO2,38.0834,127.5204,기록계,Kinemetrics,Q330HRS,6085,O-2023-90,2023-09-12,2028-09-11,,
기상청,철원→사내,CWO2,38.0834,127.5204,속도계,Guralp,CMG-40T-1,T43964,O-2023-90,2023-09-12,2028-09-11,,
기상청,철원→사내,CWO2,38.0834,127.5204,가속도계,Kinemetrics,ES-T,7401,O-2023-90,2023-09-12,2028-09-11,,
기상청,청산도,CSDB,34.1811,126.8956,기록계,Kinemetrics,Q330HRS,6129,O-2023-30,2023-03-28,2028-03-27,,
기상청,청산도,CSDB,34.1811,126.8956,속도계,Guralp,CMG-3TB,T39501,O-2023-30,2023-03-28,2028-03-27,,
기상청,청산도,CSDB,34.1811,126.8956,가속도계,Kinemetrics,ES-DH,463,O-2023-30,2023-03-28,2028-03-27,,
기상청,추자도,CJD,33.9593,126.2933,기록계,Kinemetrics,Q330HRS,5909,O-2023-137,2023-11-07,2028-11-06,,
기상청,추자도,CJD,33.9593,126.2933,속도계,Streckeisen,STS-2.5,130412,O-2023-137,2023-11-07,2028-11-06,,
기상청,추자도,CJD,33.9593,126.2933,가속도계,Kinemetrics,ES-T,7053,O-2023-137,2023-11-07,2028-11-06,,
기상청,추풍령,CPR2,36.2211,127.9718,기록계,Kinemetrics,Q330HRS,6082,O-2023-46,2023-04-14,2028-04-13,,
기상청,추풍령,CPR2,36.2211,127.9718,속도계,Guralp,CMG-40T-1,T43961,O-2023-46,2023-04-14,2028-04-13,,
기상청,추풍령,CPR2,36.2211,127.9718,가속도계,Kinemetrics,ES-T,7398,O-2023-46,2023-04-14,2028-04-13,,
기상청,춘양,CHYB,36.9439,128.9144,기록계,Kinemetrics,Q330HRS,5917,O-2023-15,2023-03-14,2028-03-13,O-2026-133,2026-08-07
기상청,춘양,CHYB,36.9439,128.9144,가속도계,Kinemetrics,ES-DH,438,O-2023-15,2023-03-14,2028-03-13,O-2026-133,2026-08-07
기상청,칠곡,CIGB,36.0398,128.3813,기록계,Kinemetrics,Q330HRS,6114,O-2023-9,2023-03-07,2028-03-06,,
기상청,칠곡,CIGB,36.0398,128.3813,속도계,Guralp,CMG-3TB,T39217,O-2023-9,2023-03-07,2028-03-06,,
기상청,칠곡,CIGB,36.0398,128.3813,가속도계,Kinemetrics,ES-DH,456,O-2023-9,2023-03-07,2028-03-06,,
기상청,태백,TBA2,37.1224,128.9523,기록계,Kinemetrics,Q330HRS,6130,O-2023-84,2023-09-01,2028-08-31,,
기상청,태백,TBA2,37.1224,128.9523,속도계,Guralp,CMG-40T-1,T43998,O-2023-84,2023-09-01,2028-08-31,,
기상청,태백,TBA2,37.1224,128.9523,가속도계,Kinemetrics,ES-T,7610,O-2023-84,2023-09-01,2028-08-31,,
기상청,태안,TANB,36.6731,126.1353,기록계,Kinemetrics,Q330HRS,6118,O-2023-68,2023-08-01,2028-07-31,,
기상청,태안,TANB,36.6731,126.1353,속도계,Guralp,CMG-3TB,T39500,O-2023-68,2023-08-01,2028-07-31,,
기상청,태안,TANB,36.6731,126.1353,가속도계,Kinemetrics,ES-DH,465,O-2023-68,2023-08-01,2028-07-31,,
기상청,통영,PTYC,34.8508,128.4376,기록계,Kinemetrics,Q330HRS,6132,O-2023-61,2023-06-08,2028-06-07,,
기상청,통영,PTYC,34.8508,128.4376,속도계,Guralp,CMG-40T-1,T43994,O-2023-61,2023-06-08,2028-06-07,,
기상청,통영,PTYC,34.8508,128.4376,가속도계,Kinemetrics,ES-T,7612,O-2023-61,2023-06-08,2028-06-07,,
기상청,하동,PHDA,35.1287,127.745,기록계,Kinemetrics,Q330S+,6557,O-2023-50,2023-04-20,2028-04-19,O-2026-48,2026-04-27
기상청,하동,PHDA,35.1287,127.745,가속도계,Kinemetrics,ES-DH,545,O-2023-50,2023-04-20,2028-04-19,O-2026-48,2026-04-27
기상청,합천,HCNA,35.5652,128.17,기록계,Kinemetrics,Q330HRS,6097,O-2023-4,2023-02-24,2028-02-23,O-2026-100,2026-07-08
기상청,합천,HCNA,35.5652,128.17,가속도계,Kinemetrics,ES-DH,454,O-2023-4,2023-02-24,2028-02-23,O-2026-100,2026-07-08
기상청,해남,HANB,34.554,126.5688,기록계,Kinemetrics,Q330HRS,6018,O-2023-69,2023-08-02,2028-08-01,,
기상청,홍천,HOCA,37.6838,127.8801,기록계,Kinemetrics,Q330S+,5843,O-2023-62,2023-07-04,2028-07-03,,
기상청,밀양산내,MSNA,35.5884,128.9539,가속도계,Kinemetrics,ES-DH,481,O-2023-34,2023-04-03,2028-04-02,O-2026-3,2026-02-11
기상청,진해,JNHA,35.1121,128.7536,기록계,Kinemetrics,Q330S+,6505,O-2023-47,2023-04-14,2028-04-13,O-2026-151,2026-08-25
기상청,진해,JNHA,35.1121,128.7536,가속도계,Kinemetrics,ES-DH,544,O-2023-47,2023-04-14,2028-04-13,O-2026-151,2026-08-25
기상청,화원,HAWA,34.671,126.3283,기록계,Kinemetrics,Q330S+,6519,O-2023-126,2023-10-24,2028-10-23,,
기상청,화원,HAWA,34.671,126.3283,가속도계,Kinemetrics,ES-DH,505,O-2023-126,2023-10-24,2028-10-23,,
기상청,용암,YGAA,35.8532,128.3657,기록계,Kinemetrics,Q330S+,6521,O-2023-121,2023-10-19,2028-10-18,O-2026-159,2026-08-27
기상청,용암,YGAA,35.8532,128.3657,가속도계,Kinemetrics,ES-DH,484,O-2023-121,2023-10-19,2028-10-18,O-2026-159,2026-08-27
기상청,수비,SUBA,36.7826,129.2211,기록계,Kinemetrics,Q330S+,6522,O-2023-65,2023-07-12,2028-07-11,O-2026-127,2026-08-04
기상청,수비,SUBA,36.7826,129.2211,가속도계,Kinemetrics,ES-DH,508,O-2023-65,2023-07-12,2028-07-11,O-2026-127,2026-08-04
기상청,단북,DNBA,36.3906,128.4284,기록계,Kinemetrics,Q330S+,6550,O-2023-98,2023-09-21,2028-09-20,O-2026-121,2026-07-31
기상청,단북,DNBA,36.3906,128.4284,가속도계,Kinemetrics,ES-DH,543,O-2023-98,2023-09-21,2028-09-20,O-2026-121,2026-07-31
기상청,야로,YALB,35.7279,128.1934,가속도계,Kinemetrics,ES-DH,514,O-2023-57,2023-05-26,2028-05-25,O-2026-145,2026-08-21
기상청,사천,SANA,35.008272,127.989194,기록계,Kinemetrics,Q330S+,6529,O-2023-141,2023-11-10,2028-11-09,O-2026-92,2026-06-26
기상청,사천,SANA,35.008272,127.989194,가속도계,Kinemetrics,ES-DH,495,O-2023-141,2023-11-10,2028-11-09,O-2026-92,2026-06-26
기상청,하일,HAIA,34.9444,128.1928,기록계,Kinemetrics,Q330S+,6531,O-2023-156,2023-11-29,2028-11-28,O-2026-93,2026-06-30
기상청,하일,HAIA,34.9444,128.1928,가속도계,Kinemetrics,ES-DH,518,O-2023-156,2023-11-29,2028-11-28,O-2026-93,2026-06-30
기상청,별량,BLLA,34.8646,127.4638,기록계,Kinemetrics,Q330S+,6532,O-2023-124,2023-10-23,2028-10-22,O-2026-76,2026-06-05
기상청,별량,BLLA,34.8646,127.4638,가속도계,Kinemetrics,ES-DH,519,O-2023-124,2023-10-23,2028-10-22,O-2026-76,2026-06-05
기상청,웅촌,UNCA,35.4695,129.2395,기록계,Kinemetrics,Q330S+,6533,O-2023-35,2023-04-04,2028-04-03,,
기상청,웅촌,UNCA,35.4695,129.2395,가속도계,Kinemetrics,ES-DH,520,O-2023-35,2023-04-04,2028-04-03,,
기상청,나로도,NLDA,34.5326,127.4673,기록계,Kinemetrics,Q330S+,6536,O-2023-153,2023-11-22,2028-11-21,O-2026-140,2026-08-19
기상청,내초,NACA,35.9505,126.591,기록계,Kinemetrics,Q330S+,6527,O-2023-85,2023-09-04,2028-09-03,,
기상청,내초,NACA,35.9505,126.591,가속도계,Kinemetrics,ES-DH,513,O-2023-85,2023-09-04,2028-09-03,,
기상청,익산금강,IKSB,35.9355,126.9747,기록계,Kinemetrics,Q330HRS,6389,O-2023-162,2023-12-06,2028-12-05,,
기상청,익산금강,IKSB,35.9355,126.9747,속도계,Guralp,CMG-3TB,T39849,O-2023-162,2023-12-06,2028-12-05,I-2026-78,2026-05-22
기상청,익산금강,IKSB,35.9355,126.9747,가속도계,Kinemetrics,ES-DH,527,O-2023-162,2023-12-06,2028-12-05,,
기상청,태인,TAIA,35.6507,126.9318,가속도계,Kinemetrics,ES-DH,480,O-2023-16,2023-03-15,2028-03-14,,
기상청,동향,DGHA,35.8352,127.5711,기록계,Kinemetrics,Q330S+,6541,O-2023-75,2023-08-08,2028-08-07,,
기상청,동향,DGHA,35.8352,127.5711,가속도계,Kinemetrics,ES-DH,525,O-2023-75,2023-08-08,2028-08-07,,
기상청,춘장대,CJDB,36.1741,126.5285,기록계,Kinemetrics,Q330HRS,6391,O-2023-87,2023-09-08,2028-09-07,,
기상청,춘장대,CJDB,36.1741,126.5285,속도계,Guralp,CMG-3TB,T39848,O-2023-87,2023-09-08,2028-09-07,I-2026-106,2026-07-06
기상청,춘장대,CJDB,36.1741,126.5285,가속도계,Kinemetrics,ES-DH,536,O-2023-87,2023-09-08,2028-09-07,,
